ward,category,year,cost,total_spent,perc_spending
21,Lighting,2021,259450.0,1499999.9900000002,17.296666781977777
21,Misc.,2021,7050.0,1499999.9900000002,0.4700000031333333
21,Misc. CDOT,2021,660.0,1499999.9900000002,0.04400000029333333
21,Sidewalk Repair,2021,578421.66,1499999.9900000002,38.561444257076296
21,Street Resurfacing,2021,544493.92,1499999.9900000002,36.29959490866396
21,Alleys,2022,233592.21,1499999.99,15.57281410381876
21,Lighting,2022,4300.0,1499999.99,0.2866666685777778
21,Misc.,2022,57414.8,1499999.99,3.827653358851023
21,Misc. CDOT,2022,660.0,1499999.99,0.044000000293333334
21,Sidewalk Repair,2022,407569.93,1499999.99,27.171328847808855
21,Street Resurfacing,2022,796463.05,1499999.99,53.09753702065025
21,Alleys,2023,122634.33,1487774.08,8.24280592386715
21,Misc.,2023,16889.81,1487774.08,1.1352402375500452
21,Misc. CDOT,2023,660.0,1487774.08,0.04436157403683225
21,Sidewalk Repair,2023,381176.11,1487774.08,25.62056397702533
21,Street Resurfacing,2023,966413.83,1487774.08,64.95702828752063
21,Lighting,2016,9300.0,1115890.0,0.8334154800204321
21,Misc.,2016,0.0,1115890.0,0.0
21,Sidewalk Repair,2016,221534.0,1115890.0,19.852673650628645
21,Street Redesign,2016,18500.0,1115890.0,1.657869503266451
21,Street Resurfacing,2016,866556.0,1115890.0,77.65604136608447
21,Lighting,2017,1000.0,1319999.99,0.0757575763314968
21,Misc.,2017,28500.0,1319999.99,2.1590909254476585
21,Sidewalk Repair,2017,246988.72,1319999.99,18.71126680841869
21,Street Redesign,2017,16063.43,1319999.99,1.2169265243706555
21,Street Resurfacing,2017,1021885.64,1319999.99,77.41557937436045
21,Viaducts,2017,5562.2,1319999.99,0.4213787910710514
22,Alleys,2013,4675.0,1320000.0,0.35416666666666663
22,Lighting,2013,72000.0,1320000.0,5.454545454545454
22,Misc.,2013,22500.0,1320000.0,1.7045454545454544
22,Sidewalk Repair,2013,181092.0,1320000.0,13.719090909090909
22,Street Redesign,2013,55500.0,1320000.0,4.204545454545454
22,Street Resurfacing,2013,984233.0,1320000.0,74.56310606060606
22,Alleys,2014,52463.0,1319457.0,3.9761053221135665
22,Lighting,2014,1100.0,1319457.0,0.08336762774383705
22,Misc.,2014,85700.0,1319457.0,6.49509608876985
22,Parks,2014,375000.0,1319457.0,28.420782185398995
22,Sidewalk Repair,2014,95406.0,1319457.0,7.23070172048047
22,Street Redesign,2014,35150.0,1319457.0,2.6639746501780657
22,Street Resurfacing,2014,674638.0,1319457.0,51.129972405315215
22,Alleys,2015,369783.0,1250104.0,29.5801789291131
22,Lighting,2015,27800.0,1250104.0,2.223814978593781
22,Misc.,2015,50000.0,1250104.0,3.9996672276866563
22,Parks,2015,130990.0,1250104.0,10.478328203093502
22,Sidewalk Repair,2015,167974.0,1250104.0,13.43680205806877
22,Street Resurfacing,2015,503557.0,1250104.0,40.28120860344419
22,Alleys,2016,736600.0,1213234.0,60.713761731042815
22,Lighting,2016,450.0,1213234.0,0.037090948654587653
22,Misc.,2016,270864.0,1213234.0,22.3257838141694
22,Parks,2016,34502.0,1213234.0,2.8438042455124073
22,Sidewalk Repair,2016,2369.0,1213234.0,0.1952632385838181
22,Street Redesign,2016,7400.0,1213234.0,0.6099400445421082
22,Street Resurfacing,2016,152049.0,1213234.0,12.532537004403107
22,Viaducts,2016,9000.0,1213234.0,0.741818973091753
22,Alleys,2017,825578.3200000001,1319999.99,62.54381259502889
22,Lighting,2017,900.0,1319999.99,0.06818181869834711
22,Misc.,2017,27101.870000000003,1319999.99,2.053171985251303
22,Misc. CDOT,2017,634.0,1319999.99,0.048030303394168965
22,Parks,2017,125000.0,1319999.99,9.4696970414371
22,Sidewalk Repair,2017,18224.88,1319999.99,1.3806727377323693
22,Street Resurfacing,2017,322560.92,1319999.99,24.43643351845783
22,Alleys,2018,532333.71,1319999.99,40.32831166915387
22,Misc.,2018,148188.35,1319999.99,11.226390236563564
22,Sidewalk Repair,2018,66541.47,1319999.99,5.0410204927350035
22,Street Resurfacing,2018,572936.46,1319999.99,43.404277601547555
22,Alleys,2019,237091.95,1319999.9900000002,17.96151149970842
22,Misc.,2019,44781.45,1319999.9900000002,3.392534116610106
22,Misc. CDOT,2019,2400.0,1319999.9900000002,0.18181818319559226
22,Parks,2019,81805.72,1319999.9900000002,6.197403077253052
22,Police Cameras,2019,49552.0,1319999.9900000002,3.7539394223783282
22,Sidewalk Repair,2019,75016.42000000001,1319999.9900000002,5.683062164265622
22,Street Resurfacing,2019,829352.4500000001,1319999.9900000002,62.829731536588874
22,Alleys,2020,388009.39,1319999.99,29.39465098026251
22,Lighting,2020,1900.0,1319999.99,0.1439393950298439
22,Misc.,2020,24868.55,1319999.99,1.8839810748786445
22,Misc. CDOT,2020,1320.0,1319999.99,0.10000000075757576
22,Pedestrian Infrastructure,2020,5668.05,1319999.99,0.4293977305257404
22,Police Cameras,2020,24776.0,1319999.99,1.8769697111891643
22,Sidewalk Repair,2020,103484.68,1319999.99,7.839748544240519
22,Street Redesign,2020,6897.45,1319999.99,0.5225340948676825
22,Street Resurfacing,2020,763075.87,1319999.99,57.80877846824832
22,Alleys,2021,547693.05,1499999.9900000002,36.51287024341913
22,Misc.,2021,100292.56,1499999.9900000002,6.686170711241137
22,Pedestrian Infrastructure,2021,63722.52,1499999.9900000002,4.248168028321119
22,Sidewalk Repair,2021,158797.43,1499999.9900000002,10.586495403909968
22,Street Resurfacing,2021,629494.43,1499999.9900000002,41.966295613108635
22,Alleys,2022,430695.77,1459027.9500000002,29.519363902521533
22,Misc.,2022,93588.3,1459027.9500000002,6.414428181447791
22,Misc. CDOT,2022,1320.0,1459027.9500000002,0.09047119350934983
22,Parks,2022,49123.27,1459027.9500000002,3.366849140895484
22,Pedestrian Infrastructure,2022,99484.29000000001,1459027.9500000002,6.818532160401725
22,Sidewalk Repair,2022,164553.07,1459027.9500000002,11.278267150399689
22,Street Redesign,2022,20800.0,1459027.9500000002,1.425606685601876
22,Street Resurfacing,2022,599463.25,1459027.9500000002,41.086481585222536
22,Alleys,2023,434809.83999999997,1018653.6399999999,42.68475789278091
22,Lighting,2023,2000.0,1018653.6399999999,0.1963375892908997
22,Misc.,2023,34160.0,1018653.6399999999,3.3534460250885676
22,Misc. CDOT,2023,1320.0,1018653.6399999999,0.1295828089319938
22,Parks,2023,39500.0,1018653.6399999999,3.877667388495269
22,Pedestrian Infrastructure,2023,32677.53,1018653.6399999999,3.207913732090527
22,Sidewalk Repair,2023,98592.97,1018653.6399999999,9.678753025414998
22,Street Redesign,2023,32698.64,1018653.6399999999,3.2099860753454923
22,Street Resurfacing,2023,342894.66,1018653.6399999999,33.661555462561346
22,Lighting,2012,291850.0,1319592.0,22.116684550982423
22,Misc.,2012,520000.0,1319592.0,39.40611946722927
22,Sidewalk Repair,2012,66429.0,1319592.0,5.034055980939564
22,Street Redesign,2012,101750.0,1319592.0,7.71071664575111
22,Street Resurfacing,2012,339563.0,1319592.0,25.732423355097637
23,Alleys,2012,125497.0,1320001.0,9.507341282317212
23,Lighting,2012,6000.0,1320001.0,0.45454511019309835
23,Misc.,2012,10925.0,1320001.0,0.8276508881432665
23,Parks,2012,250000.0,1320001.0,18.939379591379097
23,Pedestrian Infrastructure,2012,13581.0,1320001.0,1.0288628569220781
23,Sidewalk Repair,2012,346676.0,1320001.0,26.263313436883763
23,Street Redesign,2012,27750.0,1320001.0,2.10227113464308
23,Street Resurfacing,2012,539572.0,1320001.0,40.87663569951841
23,Alleys,2013,466677.0,1320000.0,35.354318181818186
23,Parks,2013,354112.0,1320000.0,26.826666666666664
23,Pedestrian Infrastructure,2013,1900.0,1320000.0,0.14393939393939392
23,Sidewalk Repair,2013,90440.0,1320000.0,6.851515151515152
23,Street Redesign,2013,9400.0,1320000.0,0.7121212121212122
23,Street Resurfacing,2013,397471.0,1320000.0,30.111439393939392
23,Alleys,2014,261750.0,1319657.0,19.834699471150458
23,Lighting,2014,3500.0,1319657.0,0.2652204322789937
23,Misc.,2014,52652.0,1319657.0,3.9898246286724506
23,Pedestrian Infrastructure,2014,550.0,1319657.0,0.04167749650098473
23,Sidewalk Repair,2014,163000.0,1319657.0,12.351694417564564
23,Street Redesign,2014,40217.0,1319657.0,3.0475343214183686
23,Street Resurfacing,2014,797988.0,1319657.0,60.46934923241418
23,Alleys,2015,257281.0,1320003.0,19.490940550892688
23,Misc.,2015,129800.0,1320003.0,9.833310984899276
23,Parks,2015,195888.0,1320003.0,14.839966272803926
23,Sidewalk Repair,2015,385580.0,1320003.0,29.210539673015894
23,Street Redesign,2015,20350.0,1320003.0,1.541663162886751
23,Street Resurfacing,2015,331104.0,1320003.0,25.083579355501467
23,Alleys,2016,193826.0,1318657.0,14.698742735980622
23,Lighting,2016,6000.0,1318657.0,0.4550083911130795
23,Misc.,2016,63949.0,1318657.0,4.849555267215052
23,Parks,2016,44523.0,1318657.0,3.376389766254606
23,Sidewalk Repair,2016,373969.0,1318657.0,28.35983883602787
23,Street Redesign,2016,16650.0,1318657.0,1.2626482853387955
23,Street Resurfacing,2016,619740.0,1318657.0,46.99781671806997
23,Alleys,2017,250587.82,1319999.99,18.983925901393377
23,Lighting,2017,83000.0,1319999.99,6.287878835514234
23,Misc.,2017,67837.44,1319999.99,5.139200038933334
23,Sidewalk Repair,2017,165093.6,1319999.99,12.5070910038416
23,Street Redesign,2017,55175.22,1319999.99,4.179940940757128
23,Street Resurfacing,2017,698305.9099999999,1319999.99,52.90196327956033
23,Alleys,2018,104149.79,1319999.99,7.890135665834361
23,Lighting,2018,2000.0,1319999.99,0.1515151526629936
23,Misc.,2018,49181.24,1319999.99,3.7258515433776633
23,Parks,2018,161000.0,1319999.99,12.196969789370984
23,Police Cameras,2018,27011.0,1319999.99,2.0462878942900598
23,Sidewalk Repair,2018,149952.34,1319999.99,11.36002584363656
23,Street Redesign,2018,3700.0,1319999.99,0.28030303242653815
23,Street Resurfacing,2018,823005.62,1319999.99,62.34891107840084
23,Alleys,2019,139715.94,1319999.9900000002,10.584540989276823
23,Misc.,2019,30852.28,1319999.9900000002,2.3372939571007114
23,Misc. CDOT,2019,900.0,1319999.9900000002,0.0681818186983471
23,Sidewalk Repair,2019,169291.45,1319999.9900000002,12.825109945644773
23,Street Resurfacing,2019,979240.3200000001,1319999.9900000002,74.18487328927934
23,Alleys,2020,64322.229999999996,1319999.99,4.872896249037092
23,Misc.,2020,21150.0,1319999.99,1.602272739411157
23,Police Cameras,2020,24776.0,1319999.99,1.8769697111891643
23,Sidewalk Repair,2020,85262.95999999999,1319999.99,6.459315200449358
23,Street Resurfacing,2020,1124488.8,1319999.99,85.18854609991322
23,Alleys,2021,97241.65,1499999.99,6.4827767098851785
23,Beautification,2021,50000.0,1499999.99,3.3333333555555558
23,Lighting,2021,4750.0,1499999.99,0.3166666687777778
23,Misc.,2021,82911.89,1499999.99,5.527459370183062
23,Parks,2021,185365.7,1499999.99,12.35771341571809
23,Pedestrian Infrastructure,2021,15074.92,1499999.99,1.0049946733666313
23,Police Cameras,2021,107241.0,1499999.99,7.149400047662667
23,Sidewalk Repair,2021,42621.3,1499999.99,2.8414200189428005
23,Street Resurfacing,2021,832389.05,1499999.99,55.492603703284026
23,Viaducts,2021,82404.48000000001,1499999.99,5.493632036624215
23,Alleys,2022,187256.98,1464849.14,12.78336279734581
23,Beautification,2022,50000.0,1464849.14,3.4133207737692364
23,Lighting,2022,32329.0,1464849.14,2.2069849459037125
23,Misc.,2022,104013.65,1464849.14,7.100639046011251
23,Misc. CDOT,2022,350000.0,1464849.14,23.893245416384655
23,Parks,2022,40000.0,1464849.14,2.730656619015389
23,Pedestrian Infrastructure,2022,69463.12,1464849.14,4.741998210136506
23,Sidewalk Repair,2022,179703.55,1464849.14,12.267717206701573
23,Street Redesign,2022,11600.0,1464849.14,0.7918904195144629
23,Street Resurfacing,2022,353692.5,1464849.14,24.14531915552751
23,Viaducts,2022,86790.34,1464849.14,5.924865409689901
23,Alleys,2023,96285.69,1398813.53,6.883382805140583
23,Beautification,2023,100000.0,1398813.53,7.148915695718213
23,Misc.,2023,38782.74,1398813.53,2.7725453870895858
23,Misc. CDOT,2023,660.0,1398813.53,0.04718284359174021
23,Sidewalk Repair,2023,261314.53,1398813.53,18.68115545036228
23,Street Redesign,2023,21061.42,1398813.53,1.5056631601211348
23,Street Resurfacing,2023,880709.15,1398813.53,62.96115465797646
24,Alleys,2012,182905.0,1320001.0,13.856428896644776
24,Lighting,2012,162900.0,1320001.0,12.34089974174262
24,Misc.,2012,800.0,1320001.0,0.06060601469241311
24,Sidewalk Repair,2012,74372.0,1320001.0,5.634238155880185
24,Street Redesign,2012,53650.0,1320001.0,4.064390860309954
24,Street Resurfacing,2012,845374.0,1320001.0,64.04343633073005
24,Alleys,2013,366056.0,1319998.0,27.73155716902601
24,Lighting,2013,291500.0,1319998.0,22.083366792979987
24,Misc.,2013,22500.0,1319998.0,1.7045480371939956
24,Sidewalk Repair,2013,46736.0,1319998.0,3.540611425168826
24,Street Redesign,2013,14800.0,1319998.0,1.1212138200209394
24,Street Resurfacing,2013,578406.0,1319998.0,43.81870275561023
24,Alleys,2014,161901.0,1319990.0,12.265320191819635
24,Misc.,2014,45469.0,1319990.0,3.444647307934151
24,Sidewalk Repair,2014,70964.0,1319990.0,5.376101334101016
24,Street Redesign,2014,53650.0,1319990.0,4.064424730490383
24,Street Resurfacing,2014,988006.0,1319990.0,74.84950643565482
24,Alleys,2015,180099.0,1036791.0,17.3708105105079
24,Parks,2015,15000.0,1036791.0,1.446771818042402
24,Pedestrian Infrastructure,2015,15339.0,1036791.0,1.4794688611301603
24,Sidewalk Repair,2015,7682.0,1036791.0,0.7409400737467822
24,Street Redesign,2015,22200.0,1036791.0,2.1412222907027547
24,Street Resurfacing,2015,796471.0,1036791.0,76.82078644587
24,Alleys,2016,175365.0,1320000.0,13.285227272727273
24,Misc.,2016,81033.0,1320000.0,6.138863636363636
24,Parks,2016,264257.0,1320000.0,20.019469696969697
24,Sidewalk Repair,2016,27357.0,1320000.0,2.0725000000000002
24,Street Redesign,2016,31450.0,1320000.0,2.382575757575758
24,Street Resurfacing,2016,740538.0,1320000.0,56.10136363636363
24,Alleys,2017,169749.78,1319999.99,12.859831915604788
24,Misc.,2017,41450.0,1319999.99,3.1401515389405423
24,Misc. CDOT,2017,16310.06,1319999.99,1.2356106154212925
24,Parks,2017,338986.07,1319999.99,25.680763073339115
24,Pedestrian Infrastructure,2017,26710.0,1319999.99,2.023484863814279
24,Sidewalk Repair,2017,5733.3,1319999.99,0.4343409123813705
24,Street Redesign,2017,3700.0,1319999.99,0.28030303242653815
24,Street Resurfacing,2017,717360.78,1319999.99,54.345514048072076
24,Alleys,2018,166201.39,1319999.9900000002,12.591014489325866
24,Lighting,2018,7000.0,1319999.9900000002,0.5303030343204774
24,Misc.,2018,93795.66,1319999.9900000002,7.10573187201312
24,Parks,2018,75000.0,1319999.9900000002,5.681818224862258
24,Pedestrian Infrastructure,2018,99983.0,1319999.9900000002,7.574469754352043
24,Police Cameras,2018,108044.0,1319999.9900000002,8.185151577160237
24,Sidewalk Repair,2018,130688.64,1319999.9900000002,9.900654620459504
24,Street Redesign,2018,11100.0,1319999.9900000002,0.8409090972796142
24,Street Resurfacing,2018,628187.3,1319999.9900000002,47.58994733022687
24,Alleys,2019,44906.04,1319999.9900000002,3.4019727530452473
24,Misc.,2019,23500.0,1319999.9900000002,1.7803030437901743
24,Misc. CDOT,2019,500.0,1319999.9900000002,0.03787878816574839
24,Parks,2019,125000.0,1319999.9900000002,9.469697041437097
24,Sidewalk Repair,2019,315584.44,1319999.9900000002,23.907912302332665
24,Street Resurfacing,2019,790566.16,1319999.9900000002,59.891376211298294
24,Viaducts,2019,19943.35,1319999.9900000002,1.510859859930756
24,Alleys,2020,106331.91,1319999.99,8.055447788298848
24,Lighting,2020,524850.0,1319999.99,39.76136393758609
24,Misc.,2020,62600.0,1319999.99,4.7424242783517
24,Misc. CDOT,2020,271542.9,1319999.99,20.571431974026
24,Pedestrian Infrastructure,2020,50000.0,1319999.99,3.78787881657484
24,Police Cameras,2020,26576.0,1319999.99,2.0133333485858587
24,Sidewalk Repair,2020,58749.119999999995,1319999.99,4.450690942808264
24,Street Resurfacing,2020,219350.06,1319999.99,16.6174289137684
24,Alleys,2021,485520.86,1499999.99,32.36805754912038
24,Lighting,2021,11700.0,1499999.99,0.7800000052
24,Misc.,2021,44650.0,1499999.99,2.9766666865111113
24,Misc. CDOT,2021,1320.0,1499999.99,0.08800000058666667
24,Police Cameras,2021,335528.0,1499999.99,22.36853348245689
24,Sidewalk Repair,2021,118984.11,1499999.99,7.9322740528818265
24,Street Resurfacing,2021,502297.02,1499999.99,33.48646822324312
24,Alleys,2022,412528.53,1465531.6,28.148729785151
24,Lighting,2022,344300.93,1465531.6,23.49324504500619
24,Misc.,2022,165170.51,1465531.6,11.270347906520746
24,Misc. CDOT,2022,3210.0,1465531.6,0.21903314810816768
24,Sidewalk Repair,2022,120673.01,1465531.6,8.234077654825047
24,Street Redesign,2022,12635.03,1465531.6,0.8621465412277701
24,Street Resurfacing,2022,407013.58999999997,1465531.6,27.772419919161067
24,Alleys,2023,131595.41999999998,1353080.65,9.72561539476601
24,Lighting,2023,950.0,1353080.65,0.07021015340068607
24,Misc.,2023,61963.51,1353080.65,4.579439518257837
24,Misc. CDOT,2023,39160.0,1353080.65,2.8941364286009117
24,Pedestrian Infrastructure,2023,160000.0,1353080.65,11.824867941168177
24,Sidewalk Repair,2023,338891.3,1353080.65,25.045905430692546
24,Street Resurfacing,2023,620520.42,1353080.65,45.859825133113844
25,Alleys,2012,648691.0,1320000.0,49.14325757575757
25,Lighting,2012,3350.0,1320000.0,0.2537878787878788
25,Misc.,2012,247049.0,1320000.0,18.715833333333336
25,Parks,2012,184724.0,1320000.0,13.994242424242422
25,Sidewalk Repair,2012,70161.0,1320000.0,5.315227272727273
25,Street Redesign,2012,3700.0,1320000.0,0.2803030303030303
25,Street Resurfacing,2012,162325.0,1320000.0,12.297348484848484
25,Alleys,2013,166286.0,1319999.0,12.597433785934687
25,Lighting,2013,96000.0,1319999.0,7.27273278237332
25,Misc.,2013,238076.0,1319999.0,18.036074269753236
25,Parks,2013,460276.0,1319999.0,34.869420355621486
25,Sidewalk Repair,2013,63650.0,1319999.0,4.82197334997981
25,Street Redesign,2013,18500.0,1319999.0,1.4015162132698586
25,Street Resurfacing,2013,277211.0,1319999.0,21.00084924306761
25,Alleys,2014,253658.0,1319640.0,19.22175744900124
25,Lighting,2014,95400.0,1319640.0,7.229244339365282
25,Misc.,2014,73346.0,1319640.0,5.558030978145554
25,Parks,2014,62242.0,1319640.0,4.716589372859264
25,Sidewalk Repair,2014,128323.0,1319640.0,9.724091418871813
25,Street Redesign,2014,12950.0,1319640.0,0.9813282410354338
25,Street Resurfacing,2014,693721.0,1319640.0,52.568958200721404
25,Alleys,2015,463858.0,1316455.0,35.23538594179064
25,Lighting,2015,5800.0,1316455.0,0.4405771560744575
25,Misc.,2015,67395.0,1316455.0,5.119430592006563
25,Parks,2015,137758.0,1316455.0,10.464315149397436
25,Sidewalk Repair,2015,144748.0,1316455.0,10.99528658404579
25,Street Redesign,2015,7400.0,1316455.0,0.562115681888101
25,Street Resurfacing,2015,489496.0,1316455.0,37.18288889479701
25,Alleys,2016,439264.0,1319999.0,33.27760096787952
25,Lighting,2016,344450.0,1319999.0,26.09471673842177
25,Misc.,2016,46745.0,1319999.0,3.541290561583759
25,Parks,2016,100000.0,1319999.0,7.575763314972209
25,Sidewalk Repair,2016,44448.0,1319999.0,3.3672752782388473
25,Street Redesign,2016,22200.0,1319999.0,1.6818194559238302
25,Street Resurfacing,2016,322892.0,1319999.0,24.461533682980065
25,Alleys,2017,378941.52,1319468.58,28.71925301927235
25,Lighting,2017,305200.0,1319468.58,23.130524260001703
25,Misc.,2017,50723.63,1319468.58,3.8442469012789977
25,Police Cameras,2017,27011.0,1319468.58,2.0471120274800327
25,Sidewalk Repair,2017,116900.69,1319468.58,8.859679705294688
25,Street Redesign,2017,20450.0,1319468.58,1.5498663863598783
25,Street Resurfacing,2017,348241.74,1319468.58,26.392575410927932
25,Viaducts,2017,72000.0,1319468.58,5.456742289384412
25,Alleys,2018,458138.93,1319999.99,34.70749495990527
25,Bicycle Infrastructure,2018,25000.0,1319999.99,1.89393940828742
25,Lighting,2018,230000.0,1319999.99,17.424242556244263
25,Misc.,2018,49621.37,1319999.99,3.759194725448445
25,Pedestrian Infrastructure,2018,20228.04,1319999.99,1.5324272843365703
25,Police Cameras,2018,54022.0,1319999.99,4.0925757885801195
25,Sidewalk Repair,2018,115991.31999999999,1319999.99,8.787221278691069
25,Street Redesign,2018,21913.05,1319999.99,1.6600795580309056
25,Street Resurfacing,2018,310700.28,1319999.99,23.53790017831743
25,Viaducts,2018,34385.0,1319999.99,2.604924262158517
25,Alleys,2019,85142.28,1319999.99,6.450172776137672
25,Misc.,2019,3700.0,1319999.99,0.28030303242653815
25,Misc. CDOT,2019,12278.22,1319999.99,0.9301681888649105
25,Sidewalk Repair,2019,142540.26,1319999.99,10.7985046272614
25,Street Resurfacing,2019,1047299.45,1319999.99,79.3408680253096
25,Viaducts,2019,29039.78,1319999.99,2.1999833499998735
25,Alleys,2020,50969.59,1319999.99,3.8613326050100953
25,Lighting,2020,500.0,1319999.99,0.0378787881657484
25,Misc.,2020,4700.0,1319999.99,0.3560606087580349
25,Misc. CDOT,2020,28651.58,1319999.99,2.170574258867987
25,Sidewalk Repair,2020,368408.07,1319999.99,27.909702484164413
25,Street Resurfacing,2020,866770.75,1319999.99,65.66445125503371
25,Alleys,2021,57360.22,1499999.99,3.8240146921600977
25,Lighting,2021,639200.0,1499999.99,42.61333361742222
25,Misc.,2021,185264.0,1499999.99,12.35093341567289
25,Misc. CDOT,2021,223820.0,1499999.99,14.92133343280889
25,Sidewalk Repair,2021,236625.21,1499999.99,15.77501410516676
25,Street Resurfacing,2021,157730.56,1499999.99,10.515370736769137
25,Alleys,2022,140000.0,1487188.87,9.413733710903847
25,Lighting,2022,176000.0,1487188.87,11.834408093707694
25,Misc.,2022,173874.8,1487188.87,11.691507615976173
25,Misc. CDOT,2022,2640.0,1487188.87,0.1775161214056154
25,Pedestrian Infrastructure,2022,295441.27,1487188.87,19.865753164223182
25,Sidewalk Repair,2022,377192.39,1487188.87,25.36277655170994
25,Street Redesign,2022,12000.0,1487188.87,0.8068914609346155
25,Street Resurfacing,2022,310040.41000000003,1487188.87,20.847413281138934
25,Alleys,2023,451619.42,1499999.99,30.107961534053075
25,Lighting,2023,500.0,1499999.99,0.03333333355555556
25,Misc.,2023,53840.0,1499999.99,3.589333357262223
25,Misc. CDOT,2023,1320.0,1499999.99,0.08800000058666667
25,Pedestrian Infrastructure,2023,82530.18,1499999.99,5.50201203668008
25,Sidewalk Repair,2023,330057.82,1499999.99,22.003854813359034
25,Street Redesign,2023,30000.0,1499999.99,2.0000000133333335
25,Street Resurfacing,2023,550132.5700000001,1499999.99,36.67550491117004
26,Alleys,2012,21323.0,1319902.0,1.615498726420598
26,Lighting,2012,519750.0,1319902.0,39.3779235125032
26,Misc.,2012,69602.0,1319902.0,5.273270288248673
26,Parks,2012,150000.0,1319902.0,11.364480090188515
26,Pedestrian Infrastructure,2012,3120.0,1319902.0,0.23638118587592108
26,Street Redesign,2012,228500.0,1319902.0,17.31189133738717
26,Street Resurfacing,2012,327607.0,1319902.0,24.820554859375925
26,Alleys,2013,791923.0,1319847.0,60.001121342094955
26,Misc.,2013,22500.0,1319847.0,1.704743049762586
26,Parks,2013,21730.0,1319847.0,1.646402954281822
26,Pedestrian Infrastructure,2013,2426.0,1319847.0,0.18380918394329038
26,Sidewalk Repair,2013,225852.0,1319847.0,17.111983434443538
26,Street Redesign,2013,29750.0,1319847.0,2.2540491435749748
26,Street Resurfacing,2013,225666.0,1319847.0,17.097890891898835
26,Alleys,2014,387052.0,1319946.0,29.323320802517678
26,Lighting,2014,288000.0,1319946.0,21.81907441668068
26,Misc.,2014,16425.0,1319946.0,1.2443690878263203
26,Pedestrian Infrastructure,2014,550.0,1319946.0,0.04166837128185547
26,Sidewalk Repair,2014,91035.0,1319946.0,6.896873053897659
26,Street Redesign,2014,29600.0,1319946.0,2.242515981714403
26,Street Resurfacing,2014,507284.0,1319946.0,38.432178286081395
26,Alleys,2015,423129.0,1319735.0,32.06166389464551
26,Lighting,2015,168400.0,1319735.0,12.760137451836922
26,Sidewalk Repair,2015,45311.0,1319735.0,3.433340784324126
26,Street Redesign,2015,22200.0,1319735.0,1.6821558873561737
26,Street Resurfacing,2015,660695.0,1319735.0,50.062701981837264
26,Alleys,2016,700.0,942694.0,0.07425527265475329
26,Lighting,2016,450.0,942694.0,0.04773553242091283
26,Misc.,2016,54022.0,942694.0,5.730597627650118
26,Pedestrian Infrastructure,2016,86.0,942694.0,0.009122790640441119
26,Sidewalk Repair,2016,135027.0,942694.0,14.323523858219103
26,Street Redesign,2016,9400.0,942694.0,0.9971422327924013
26,Street Resurfacing,2016,743009.0,942694.0,78.81762268562227
26,Alleys,2017,279238.14,1319999.92,21.154405827539748
26,Lighting,2017,300.0,1319999.92,0.02272727410468328
26,Misc.,2017,55628.0,1319999.92,4.214242679651072
26,Sidewalk Repair,2017,203801.89,1319999.92,15.439538056941702
26,Street Resurfacing,2017,781031.89,1319999.92,59.169086161762806
26,Alleys,2018,390416.26,1319999.99,29.5769896180075
26,Lighting,2018,270000.0,1319999.99,20.454545609504134
26,Misc.,2018,14800.0,1319999.99,1.1212121297061526
26,Pedestrian Infrastructure,2018,350.0,1319999.99,0.026515151716023876
26,Sidewalk Repair,2018,53306.649999999994,1319999.99,4.038382606351383
26,Street Resurfacing,2018,591127.08,1319999.99,44.782354884714806
26,Alleys,2019,748089.86,1319999.99,56.673474671768744
26,Lighting,2019,500.0,1319999.99,0.0378787881657484
26,Misc.,2019,11039.59,1319999.99,0.8363325820934288
26,Parks,2019,20000.0,1319999.99,1.5151515266299358
26,Police Cameras,2019,49552.0,1319999.99,3.7539394223783287
26,Sidewalk Repair,2019,182690.12,1319999.99,13.840160710910308
26,Street Resurfacing,2019,308128.42,1319999.99,23.343062298053503
26,Alleys,2020,361300.57,1319999.99,27.3712555103883
26,Beautification,2020,20000.0,1319999.99,1.5151515266299358
26,Lighting,2020,40500.0,1319999.99,3.0681818414256203
26,Misc.,2020,710.41,1319999.99,0.053818939801658625
26,Misc. CDOT,2020,660.0,1319999.99,0.05000000037878788
26,Police Cameras,2020,49552.0,1319999.99,3.7539394223783287
26,Sidewalk Repair,2020,270730.49,1319999.99,20.50988576143853
26,Street Resurfacing,2020,576546.52,1319999.99,43.67776699755884
26,Alleys,2021,1244310.76,1499999.99,82.95405121969368
26,Lighting,2021,5500.0,1499999.99,0.3666666691111111
26,Misc.,2021,11750.0,1499999.99,0.7833333385555555
26,Misc. CDOT,2021,660.0,1499999.99,0.044000000293333334
26,Police Cameras,2021,1800.0,1499999.99,0.1200000008
26,Sidewalk Repair,2021,202172.96,1499999.99,13.478197423187982
26,Street Resurfacing,2021,33806.270000000004,1499999.99,2.2537513483583425
26,Alleys,2022,1145384.27,1499999.99,76.35895184239303
26,Lighting,2022,950.0,1499999.99,0.06333333375555555
26,Misc.,2022,4700.0,1499999.99,0.3133333354222222
26,Misc. CDOT,2022,110660.0,1499999.99,7.377333382515556
26,Sidewalk Repair,2022,16974.46,1499999.99,1.131630674210871
26,Street Resurfacing,2022,221331.26,1499999.99,14.755417431702783
26,Alleys,2023,611847.8200000001,1461980.61,41.85061113772227
26,Lighting,2023,179000.0,1461980.61,12.243664435467444
26,Misc.,2023,41998.71,1461980.61,2.872726882472128
